Detailed Statistics Departures  
Origin Airport: Honolulu, HI: Daniel K Inouye International (HNL)
Airline: Alaska Airlines Inc. (AS)
Month(s): July
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2023

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"AS","07/01/2023","0802","N924AK","SEA","20:45","20:40","349","338","-5","20:57","17","0","0","0","0","0"
"AS","07/01/2023","0828","N483AS","ANC","21:45","21:38","367","332","-7","22:00","22","0","0","0","0","0"
"AS","07/01/2023","0830","N403AS","SJC","12:40","12:28","312","306","-12","12:51","23","0","0","0","0","0"
"AS","07/01/2023","0834","N459AS","PDX","15:30","15:29","329","337","-1","15:52","23","0","0","0","0","0"
"AS","07/01/2023","0848","N558AS","SEA","23:29","23:37","350","356","8","00:04","27","0","0","0","0","0"
"AS","07/01/2023","0866","N958AK","LAX","15:15","15:15","333","333","0","15:44","29","0","0","0","0","0"
"AS","07/01/2023","0871","N517AS","SFO","22:55","22:50","310","306","-5","23:10","20","0","0","0","0","0"
"AS","07/01/2023","0876","N977AK","SFO","11:15","11:08","312","299","-7","11:27","19","0","0","0","0","0"
"AS","07/01/2023","0881","N956AK","SEA","07:00","07:02","355","354","2","07:28","26","0","0","0","0","0"
"AS","07/01/2023","0888","N938AK","SEA","10:35","10:40","355","355","5","11:12","32","0","0","0","0","0"
"AS","07/01/2023","0892","N495AS","SAN","13:10","13:06","340","324","-4","13:28","22","0","0","0","0","0"
"AS","07/01/2023","0896","N941AK","SEA","14:05","13:56","356","357","-9","14:17","21","0","0","0","0","0"
"AS","07/02/2023","0802","N954AK","SEA","21:00","21:11","349","340","11","21:30","19","0","0","0","0","0"
"AS","07/02/2023","0828","N974AK","ANC","21:45","21:38","367","333","-7","21:57","19","0","0","0","0","0"
"AS","07/02/2023","0830","N941AK","SJC","12:40","12:30","312","310","-10","13:00","30","0","0","0","0","0"
"AS","07/02/2023","0834","N929AK","PDX","15:30","15:56","329","330","26","16:22","26","0","0","1","0","26"
"AS","07/02/2023","0848","N408AS","SEA","23:29","23:38","350","341","9","23:58","20","0","0","0","0","0"
"AS","07/02/2023","0866","N919AK","LAX","15:15","15:36","333","324","21","15:55","19","0","0","0","0","0"
"AS","07/02/2023","0871","N516AS","SFO","22:55","22:47","310","309","-8","23:14","27","0","0","0","0","0"
"AS","07/02/2023","0876","N495AS","SFO","11:15","11:08","312","302","-7","11:34","26","0","0","0","0","0"
"AS","07/02/2023","0881","N434AS","SEA","07:00","06:52","355","350","-8","07:16","24","0","0","0","0","0"
"AS","07/02/2023","0888","N472AS","SEA","10:35","10:29","355","342","-6","10:50","21","0","0","0","0","0"
"AS","07/02/2023","0892","N442AS","SAN","13:10","13:01","340","348","-9","13:29","28","0","0","0","0","0"
"AS","07/02/2023","0896","N946AK","SEA","14:05","13:57","356","347","-8","14:20","23","0","0","0","0","0"
"AS","07/03/2023","0802","N974AK","SEA","20:45","20:43","349","338","-2","21:04","21","0","0","0","0","0"
"AS","07/03/2023","0828","N956AK","ANC","21:45","21:44","367","346","-1","22:08","24","0","0","0","0","0"
"AS","07/03/2023","0830","N913AK","SJC","12:40","12:31","312","307","-9","13:06","35","0","0","0","0","0"
"AS","07/03/2023","0834","N468AS","PDX","15:30","16:32","329","330","62","16:53","21","0","0","1","0","62"
"AS","07/03/2023","0848","N919AK","SEA","23:29","23:19","350","333","-10","23:38","19","0","0","0","0","0"
"AS","07/03/2023","0866","N935AK","LAX","15:15","15:16","333","336","1","15:36","20","0","0","0","0","0"
"AS","07/03/2023","0871","N517AS","SFO","22:55","22:40","310","297","-15","23:06","26","0","0","0","0","0"
"AS","07/03/2023","0876","N478AS","SFO","11:15","11:18","312","290","3","11:36","18","0","0","0","0","0"
"AS","07/03/2023","0881","N407AS","SEA","07:00","06:54","355","344","-6","07:18","24","0","0","0","0","0"
"AS","07/03/2023","0888","N915AK","SEA","10:35","10:41","355","349","6","11:07","26","0","0","0","0","0"
"AS","07/03/2023","0892","N596AS","SAN","13:10","13:02","340","320","-8","13:28","26","0","0","0","0","0"
"AS","07/03/2023","0896","N918AK","SEA","14:05","14:03","356","342","-2","14:26","23","0","0","0","0","0"
"AS","07/04/2023","0802","N495AS","SEA","20:45","20:37","349","333","-8","20:54","17","0","0","0","0","0"
"AS","07/04/2023","0828","N915AK","ANC","21:45","21:38","367","343","-7","21:58","20","0","0","0","0","0"
"AS","07/04/2023","0830","N977AK","SJC","12:40","12:33","312","299","-7","13:05","32","0","0","0","0","0"
"AS","07/04/2023","0834","N461AS","PDX","15:30","15:27","329","332","-3","15:51","24","0","0","0","0","0"
"AS","07/04/2023","0848","N483AS","SEA","23:29","23:30","350","328","1","23:44","14","0","0","0","0","0"
"AS","07/04/2023","0866","N448AS","LAX","15:15","15:16","333","311","1","15:43","27","0","0","0","0","0"
"AS","07/04/2023","0871","N913AK","SFO","22:55","22:48","310","281","-7","23:10","22","0","0","0","0","0"
"AS","07/04/2023","0876","N964AK","SFO","11:15","14:10","312","287","175","14:30","20","0","0","0","0","150"
"AS","07/04/2023","0881","N932AK","SEA","07:00","06:54","355","340","-6","07:18","24","0","0","0","0","0"
"AS","07/04/2023","0888","N941AK","SEA","10:35","10:41","355","341","6","11:01","20","0","0","0","0","0"
"AS","07/04/2023","0892","N935AK","SAN","13:10","13:01","340","307","-9","13:18","17","0","0","0","0","0"
"AS","07/04/2023","0896","N937AK","SEA","14:05","13:59","356","357","-6","14:24","25","0","0","0","0","0"
"AS","07/05/2023","0802","N938AK","SEA","20:45","20:42","349","317","-3","20:59","17","0","0","0","0","0"
"AS","07/05/2023","0828","N942AK","ANC","21:45","21:49","367","330","4","22:10","21","0","0","0","0","0"
"AS","07/05/2023","0830","N972AK","SJC","12:40","12:46","312","285","6","13:12","26","0","0","0","0","0"
"AS","07/05/2023","0834","N483AS","PDX","15:30","16:03","329","318","33","16:34","31","0","0","0","0","22"
"AS","07/05/2023","0848","N570AS","SEA","23:29","00:16","350","333","47","00:35","19","0","0","0","0","30"
"AS","07/05/2023","0866","N291BT","LAX","15:15","15:22","333","327","7","15:51","29","0","0","0","0","0"
"AS","07/05/2023","0871","N560AS","SFO","22:55","22:41","310","299","-14","23:15","34","0","0","0","0","0"
"AS","07/05/2023","0876","N979AK","SFO","11:15","11:11","312","272","-4","11:33","22","0","0","0","0","0"
"AS","07/05/2023","0881","N941AK","SEA","07:00","07:07","355","334","7","07:28","21","0","0","0","0","0"
"AS","07/05/2023","0888","N471AS","SEA","10:35","10:33","355","334","-2","10:55","22","0","0","0","0","0"
"AS","07/05/2023","0892","N464AS","SAN","13:10","13:01","340","315","-9","13:27","26","0","0","0","0","0"
"AS","07/05/2023","0896","N954AK","SEA","14:05","14:45","356","345","40","15:20","35","0","0","0","0","29"
"AS","07/06/2023","0802","N913AK","SEA","20:45","20:32","349","326","-13","20:53","21","0","0","0","0","0"
"AS","07/06/2023","0828","N407AS","ANC","21:45","22:01","367","344","16","22:21","20","0","0","0","0","0"
"AS","07/06/2023","0830","N974AK","SJC","12:40","12:39","312","281","-1","13:02","23","0","0","0","0","0"
"AS","07/06/2023","0834","N435AS","PDX","15:30","15:38","329","308","8","16:03","25","0","0","0","0","0"
"AS","07/06/2023","0848","N938AK","SEA","23:29","23:58","350","331","29","00:17","19","0","0","0","0","0"
"AS","07/06/2023","0866","N953AK","LAX","15:15","15:46","333","312","31","16:12","26","0","0","0","0","0"
"AS","07/06/2023","0871","N596AS","SFO","22:55","22:50","310","289","-5","23:12","22","0","0","0","0","0"
"AS","07/06/2023","0876","N434AS","SFO","11:15","11:17","312","295","2","11:53","36","0","0","0","0","0"
"AS","07/06/2023","0881","N419AS","SEA","07:00","07:01","355","322","1","07:19","18","0","0","0","0","0"
"AS","07/06/2023","0888","N493AS","SEA","10:35","11:01","355","339","26","11:21","20","0","0","0","0","0"
"AS","07/06/2023","0892","N976AK","SAN","13:10","13:09","340","323","-1","13:42","33","0","0","0","0","0"
"AS","07/06/2023","0896","N975AK","SEA","14:05","15:16","356","340","71","15:35","19","0","0","0","0","55"
"AS","07/07/2023","0802","N493AS","SEA","20:45","22:40","349","328","115","22:57","17","94","0","0","0","0"
"AS","07/07/2023","0828","N924AK","ANC","21:45","21:45","367","362","0","22:18","33","0","0","0","0","0"
"AS","07/07/2023","0830","N462AS","SJC","12:40","12:39","312","293","-1","13:02","23","0","0","0","0","0"
"AS","07/07/2023","0834","N967AK","PDX","15:30","15:58","329","307","28","16:20","22","0","0","0","0","0"
"AS","07/07/2023","0848","N955AK","SEA","23:29","23:27","350","376","-2","00:31","64","0","0","24","0","0"
"AS","07/07/2023","0866","N943AK","LAX","15:15","15:23","333","321","8","15:52","29","0","0","0","0","0"
"AS","07/07/2023","0871","N477AS","SFO","22:55","22:53","310","296","-2","23:17","24","0","0","0","0","0"
"AS","07/07/2023","0876","N461AS","SFO","11:15","11:48","312","284","33","12:08","20","0","0","0","0","0"
"AS","07/07/2023","0881","N493AS","SEA","07:00","06:54","355","334","-6","07:19","25","0","0","0","0","0"
"AS","07/07/2023","0888","N423AS","SEA","10:35","10:51","355","336","16","11:15","24","0","0","0","0","0"
"AS","07/07/2023","0892","N953AK","SAN","13:10","13:05","340","334","-5","13:30","25","0","0","0","0","0"
"AS","07/07/2023","0896","N952AK","SEA","14:05","14:05","356","325","0","14:20","15","0","0","0","0","0"
"AS","07/08/2023","0802","N472AS","SEA","20:45","20:36","349","332","-9","20:59","23","0","0","0","0","0"
"AS","07/08/2023","0828","N435AS","ANC","21:45","21:44","367","372","-1","22:06","22","0","0","0","0","0"
"AS","07/08/2023","0830","N486AS","SJC","12:40","12:31","312","304","-9","13:05","34","0","0","0","0","0"
"AS","07/08/2023","0834","N974AK","PDX","15:30","15:42","329","324","12","16:09","27","0","0","0","0","0"
