Detailed Statistics Departures  
Origin Airport: Honolulu, HI: Daniel K Inouye International (HNL)
Airline: Alaska Airlines Inc. (AS)
Month(s): March
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2023

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"AS","03/05/2023","0892","N519AS","SAN","14:40","14:42","330","362","2","15:02","20","0","0","34","0","0"
"AS","03/05/2023","0896","N478AS","SEA","15:20","15:12","355","350","-8","15:32","20","0","0","0","0","0"
"AS","03/06/2023","0802","N433AS","SEA","21:05","21:14","355","335","9","21:34","20","0","0","0","0","0"
"AS","03/06/2023","0828","N941AK","ANC","23:45","23:38","368","342","-7","00:08","30","0","0","0","0","0"
"AS","03/06/2023","0834","N972AK","PDX","16:55","16:40","340","342","-15","17:11","31","0","0","0","0","0"
"AS","03/06/2023","0848","N472AS","SEA","23:55","23:42","355","341","-13","00:11","29","0","0","0","0","0"
"AS","03/06/2023","0866","N943AK","LAX","16:20","16:18","330","316","-2","16:38","20","0","0","0","0","0"
"AS","03/06/2023","0876","N976AK","SFO","13:45","13:44","313","315","-1","14:26","42","0","0","0","0","0"
"AS","03/06/2023","0888","N973AK","SEA","12:10","12:33","355","356","23","13:01","28","0","0","24","0","0"
"AS","03/06/2023","0892","N932AK","SAN","14:40","14:35","330","352","-5","15:12","37","0","0","17","0","0"
"AS","03/06/2023","0896","N512AS","SEA","15:20","15:14","355","349","-6","15:38","24","0","0","0","0","0"
"AS","03/07/2023","0802","N943AK","SEA","21:05","21:29","355","317","24","21:48","19","0","0","0","0","0"
"AS","03/07/2023","0828","N920AK","ANC","23:45","00:04","368","340","19","00:25","21","0","0","0","0","0"
"AS","03/07/2023","0830","N570AS","SJC","13:45","13:36","314","291","-9","14:04","28","0","0","0","0","0"
"AS","03/07/2023","0834","N495AS","PDX","16:55","17:38","340","305","43","17:53","15","0","0","0","0","0"
"AS","03/07/2023","0848","N486AS","SEA","23:55","00:14","355","319","19","00:32","18","0","0","0","0","0"
"AS","03/07/2023","0852","N948AK","LAX","22:30","22:50","330","316","20","23:26","36","0","0","0","0","0"
"AS","03/07/2023","0858","N519AS","PDX","22:20","22:43","335","303","23","23:04","21","0","0","0","0","0"
"AS","03/07/2023","0866","N979AK","LAX","16:30","16:30","329","318","0","16:59","29","0","0","0","0","0"
"AS","03/07/2023","0876","N926AK","SFO","13:25","15:58","313","292","153","16:31","33","132","0","0","0","0"
"AS","03/07/2023","0888","N972AK","SEA","12:10","12:55","355","336","45","13:20","25","0","0","0","0","26"
"AS","03/07/2023","0892","N955AK","SAN","14:55","15:02","330","320","7","15:36","34","0","0","0","0","0"
"AS","03/07/2023","0896","N954AK","SEA","15:20","15:58","355","335","38","16:28","30","0","0","0","0","18"
"AS","03/08/2023","0802","N920AK","SEA","21:05","21:15","355","299","10","21:30","15","0","0","0","0","0"
"AS","03/08/2023","0828","N953AK","ANC","23:45","00:03","368","364","18","00:34","31","0","0","0","0","0"
"AS","03/08/2023","0834","N931AK","PDX","16:55","17:58","340","300","63","18:26","28","0","0","0","0","23"
"AS","03/08/2023","0848","N949AK","SEA","23:55","23:58","355","305","3","00:19","21","0","0","0","0","0"
"AS","03/08/2023","0866","N948AK","LAX","16:20","17:05","330","307","45","17:37","32","0","0","0","0","22"
"AS","03/08/2023","0876","N954AK","SFO","13:45","14:14","313","312","29","15:17","63","0","0","0","0","28"
"AS","03/08/2023","0888","N928AK","SEA","12:10","12:40","355","353","30","13:20","40","0","0","0","0","28"
"AS","03/08/2023","0892","N491AS","SAN","14:40","14:58","330","312","18","15:29","31","0","0","0","0","0"
"AS","03/08/2023","0896","N593AS","SEA","15:20","16:32","355","312","72","16:48","16","0","0","0","0","29"
"AS","03/09/2023","0802","N941AK","SEA","21:05","21:19","355","315","14","21:41","22","0","0","0","0","0"
"AS","03/09/2023","0828","N486AS","ANC","23:45","00:45","368","381","60","01:15","30","17","0","13","0","43"
"AS","03/09/2023","0830","N920AK","SJC","13:10","13:15","314","275","5","13:35","20","0","0","0","0","0"
"AS","03/09/2023","0834","N403AS","PDX","16:55","17:42","340","302","47","17:57","15","0","0","0","0","0"
"AS","03/09/2023","0848","N972AK","SEA","23:55","00:42","355","325","47","01:06","24","0","0","0","0","17"
"AS","03/09/2023","0852","N597AS","LAX","22:30","22:33","330","292","3","23:05","32","0","0","0","0","0"
"AS","03/09/2023","0858","N942AK","PDX","22:20","22:59","335","307","39","23:23","24","0","0","0","0","0"
"AS","03/09/2023","0866","N955AK","LAX","16:30","16:46","329","300","16","17:19","33","0","0","0","0","0"
"AS","03/09/2023","0876","N579AS","SFO","13:45","15:48","313","299","123","16:25","37","0","0","0","0","109"
"AS","03/09/2023","0888","N943AK","SEA","12:10","12:25","355","322","15","12:48","23","0","0","0","0","0"
"AS","03/09/2023","0892","N459AS","SAN","14:40","15:23","330","307","43","15:38","15","0","0","0","0","20"
"AS","03/09/2023","0896","N929AK","SEA","15:20","16:27","355","341","67","17:08","41","0","0","0","0","53"
"AS","03/10/2023","0802","N918AK","SEA","21:05","21:02","355","323","-3","21:22","20","0","0","0","0","0"
"AS","03/10/2023","0828","N462AS","ANC","23:45","23:44","368","385","-1","00:14","30","0","0","16","0","0"
"AS","03/10/2023","0834","N435AS","PDX","16:55","17:39","340","308","44","18:01","22","0","0","0","0","0"
"AS","03/10/2023","0848","N408AS","SEA","23:55","23:48","355","364","-7","00:41","53","0","0","0","0","0"
"AS","03/10/2023","0866","N979AK","LAX","16:20","16:36","330","290","16","16:55","19","0","0","0","0","0"
"AS","03/10/2023","0876","N428AS","SFO","13:45","14:04","313","259","19","14:20","16","0","0","0","0","0"
"AS","03/10/2023","0888","N915AK","SEA","12:10","12:20","355","333","10","12:48","28","0","0","0","0","0"
