carrier_code,date,flight_number,tail_number,destination_airport,scheduled_departure_time,actual_departure_time,scheduled_elapsed_time,actual_elapsed_time,departure_delay,wheels_off_time,taxi_out_time,delay_carrier,delay_weather,delay_national_aviation_system,delay_security,delay_late_aircraft_arrival
AS,2024-05-01,802,N928AK,SEA,21:20:00,21:20:00,348,336,0,21:39:00,19,0,0,0,0,0
AS,2024-05-01,816,N434AS,SEA,10:41:00,10:47:00,351,338,6,11:03:00,16,0,0,0,0,0
AS,2024-05-01,828,N913AK,ANC,22:22:00,22:11:00,365,346,-11,22:32:00,21,0,0,0,0,0
AS,2024-05-01,830,N937AK,SJC,12:51:00,12:44:00,309,307,-7,13:05:00,21,0,0,0,0,0
AS,2024-05-01,834,N975AK,PDX,12:08:00,12:06:00,337,331,-2,12:29:00,23,0,0,0,0,0
AS,2024-05-01,849,N946AK,PAE,14:27:00,14:07:00,338,353,-20,14:31:00,24,0,0,0,0,0
AS,2024-05-01,866,N483AS,LAX,15:24:00,15:14:00,334,322,-10,15:37:00,23,0,0,0,0,0
AS,2024-05-01,876,N428AS,SFO,13:59:00,13:54:00,317,315,-5,14:20:00,26,0,0,0,0,0
AS,2024-05-01,888,N472AS,SEA,07:00:00,06:57:00,354,348,-3,07:15:00,18,0,0,0,0,0
AS,2024-05-01,892,N934AK,SAN,11:08:00,11:00:00,335,332,-8,11:28:00,28,0,0,0,0,0
AS,2024-05-01,896,N961AK,SEA,15:59:00,15:57:00,348,350,-2,16:22:00,25,0,0,0,0,0
AS,2024-05-02,802,N978AK,SEA,21:20:00,23:29:00,348,365,129,23:55:00,26,10,0,17,0,119
AS,2024-05-02,816,N937AK,SEA,10:41:00,10:38:00,351,342,-3,11:00:00,22,0,0,0,0,0
AS,2024-05-02,828,N536AS,ANC,22:22:00,00:03:00,365,367,101,00:22:00,19,3,0,2,0,98
AS,2024-05-02,830,N971AK,SJC,12:51:00,12:46:00,309,308,-5,13:07:00,21,0,0,0,0,0
AS,2024-05-02,834,N516AS,PDX,12:08:00,12:11:00,337,329,3,12:28:00,17,0,0,0,0,0
AS,2024-05-02,849,N963AK,PAE,14:27:00,14:13:00,338,352,-14,14:36:00,23,0,0,0,0,0
AS,2024-05-02,866,N935AK,LAX,15:24:00,17:26:00,334,329,122,17:44:00,18,16,0,0,0,101
AS,2024-05-02,876,N946AK,SFO,13:59:00,13:55:00,317,311,-4,14:16:00,21,0,0,0,0,0
AS,2024-05-02,888,N977AK,SEA,07:00:00,07:00:00,354,355,0,07:25:00,25,0,0,0,0,0
AS,2024-05-02,892,N442AS,SAN,11:08:00,10:58:00,335,322,-10,11:17:00,19,0,0,0,0,0
AS,2024-05-02,896,N934AK,SEA,15:59:00,15:56:00,348,337,-3,16:16:00,20,0,0,0,0,0
AS,2024-05-03,802,N960AK,SEA,20:30:00,20:20:00,348,348,-10,20:42:00,22,0,0,0,0,0
AS,2024-05-03,816,N971AK,SEA,10:41:00,11:00:00,351,349,19,11:21:00,21,17,0,0,0,0
AS,2024-05-03,828,N479AS,ANC,22:22:00,22:24:00,365,342,2,22:40:00,16,0,0,0,0,0
AS,2024-05-03,830,N409AS,SJC,12:51:00,12:42:00,309,313,-9,13:01:00,19,0,0,0,0,0
