carrier_code,date,flight_number,tail_number,destination_airport,scheduled_departure_time,actual_departure_time,scheduled_elapsed_time,actual_elapsed_time,departure_delay,wheels_off_time,taxi_out_time,delay_carrier,delay_weather,delay_national_aviation_system,delay_security,delay_late_aircraft_arrival
AS,2024-02-01,802,N915AK,SEA,21:20:00,22:15:00,355,313,55,22:42:00,27,0,0,0,0,0
AS,2024-02-01,804,N495AS,PAE,13:15:00,15:56:00,340,316,161,16:19:00,23,0,0,0,0,137
AS,2024-02-01,816,N467AS,SEA,11:42:00,12:08:00,358,317,26,12:28:00,20,0,0,0,0,0
AS,2024-02-01,828,N934AK,ANC,23:05:00,23:31:00,367,352,26,23:55:00,24,0,0,0,0,0
AS,2024-02-01,830,N464AS,SJC,14:45:00,15:39:00,310,276,54,15:58:00,19,0,0,0,0,20
AS,2024-02-01,834,N920AK,PDX,12:28:00,14:11:00,341,310,103,14:45:00,34,0,0,0,0,72
AS,2024-02-01,848,N941AK,SEA,23:59:00,23:51:00,355,317,-8,00:14:00,23,0,0,0,0,0
AS,2024-02-01,866,N442AS,LAX,16:26:00,17:52:00,333,286,86,18:19:00,27,0,0,0,0,39
AS,2024-02-01,876,N705AL,SFO,16:48:00,16:52:00,311,281,4,17:14:00,22,0,0,0,0,0
AS,2024-02-01,888,N933AK,SEA,07:00:00,06:52:00,355,320,-8,07:18:00,26,0,0,0,0,0
AS,2024-02-01,892,N962AK,SAN,13:55:00,14:05:00,340,298,10,14:26:00,21,0,0,0,0,0
AS,2024-02-01,896,N468AS,SEA,15:20:00,17:22:00,358,310,122,17:45:00,23,0,0,0,0,74
AS,2024-02-02,802,N801AK,SEA,21:20:00,21:14:00,355,310,-6,21:33:00,19,0,0,0,0,0
AS,2024-02-02,804,N291BT,PAE,13:15:00,13:52:00,340,336,37,14:36:00,44,0,0,0,0,33
AS,2024-02-02,816,N434AS,SEA,11:42:00,12:55:00,358,321,73,13:18:00,23,0,0,0,0,36
AS,2024-02-02,828,N919AK,ANC,23:05:00,23:01:00,367,378,-4,23:23:00,22,0,0,0,0,0
AS,2024-02-02,830,N912AK,SJC,14:45:00,15:04:00,310,262,19,15:27:00,23,0,0,0,0,0
AS,2024-02-02,834,N920AK,PDX,12:28:00,15:17:00,341,292,169,15:42:00,25,0,0,0,0,120
AS,2024-02-02,848,N483AS,SEA,23:59:00,00:06:00,355,318,7,00:26:00,20,0,0,0,0,0
AS,2024-02-02,866,N983AK,LAX,16:26:00,17:36:00,333,264,70,17:52:00,16,0,0,0,0,0
AS,2024-02-02,876,N924AK,SFO,16:48:00,17:01:00,311,296,13,17:31:00,30,0,0,0,0,0
AS,2024-02-02,888,N947AK,SEA,07:00:00,06:54:00,355,298,-6,07:10:00,16,0,0,0,0,0
