carrier_code,date,flight_number,tail_number,destination_airport,scheduled_departure_time,actual_departure_time,scheduled_elapsed_time,actual_elapsed_time,departure_delay,wheels_off_time,taxi_out_time,delay_carrier,delay_weather,delay_national_aviation_system,delay_security,delay_late_aircraft_arrival
AS,2023-09-01,802,N481AS,SEA,20:45:00,20:35:00,353,347,-10,20:52:00,17,0,0,0,0,0
AS,2023-09-01,828,N976AK,ANC,21:55:00,21:50:00,369,352,-5,22:07:00,17,0,0,0,0,0
AS,2023-09-01,830,N961AK,SJC,12:40:00,12:30:00,311,314,-10,12:56:00,26,0,0,0,0,0
AS,2023-09-01,834,N493AS,PDX,15:30:00,16:33:00,329,355,63,16:54:00,21,63,0,26,0,0
AS,2023-09-01,848,N968AK,SEA,23:25:00,23:21:00,355,366,-4,23:44:00,23,0,0,0,0,0
AS,2023-09-01,866,N913AK,LAX,15:15:00,15:11:00,337,337,-4,15:32:00,21,0,0,0,0,0
AS,2023-09-01,871,N407AS,SFO,22:55:00,22:42:00,310,305,-13,23:01:00,19,0,0,0,0,0
AS,2023-09-01,876,N440AS,SFO,11:10:00,11:14:00,310,309,4,11:34:00,20,0,0,0,0,0
AS,2023-09-01,881,N469AS,SEA,07:00:00,07:06:00,354,373,6,07:34:00,28,6,0,19,0,0
AS,2023-09-01,888,N472AS,SEA,10:35:00,10:36:00,350,372,1,11:06:00,30,0,0,23,0,0
AS,2023-09-01,892,N952AK,SAN,13:10:00,13:05:00,334,343,-5,13:32:00,27,0,0,0,0,0
AS,2023-09-01,896,N933AK,SEA,14:05:00,14:10:00,353,374,5,14:39:00,29,0,0,26,0,0
AS,2023-09-02,802,N956AK,SEA,20:45:00,20:43:00,353,364,-2,21:15:00,32,0,0,0,0,0
AS,2023-09-02,828,N973AK,ANC,21:55:00,21:52:00,369,354,-3,22:12:00,20,0,0,0,0,0
AS,2023-09-02,830,N955AK,SJC,12:40:00,12:34:00,311,310,-6,12:55:00,21,0,0,0,0,0
AS,2023-09-02,834,N933AK,PDX,15:30:00,15:27:00,329,361,-3,16:05:00,38,0,0,29,0,0
AS,2023-09-02,848,N982AK,SEA,23:25:00,23:17:00,355,357,-8,23:37:00,20,0,0,0,0,0
AS,2023-09-02,866,N407AS,LAX,15:20:00,15:28:00,337,349,8,15:56:00,28,8,0,12,0,0
AS,2023-09-02,871,N517AS,SFO,22:55:00,22:44:00,310,323,-11,23:07:00,23,0,0,0,0,0
AS,2023-09-02,876,N918AK,SFO,11:10:00,11:05:00,310,311,-5,11:26:00,21,0,0,0,0,0
AS,2023-09-02,881,N966AK,SEA,07:00:00,06:59:00,354,358,-1,07:18:00,19,0,0,0,0,0
AS,2023-09-02,888,N461AS,SEA,10:35:00,10:29:00,350,374,-6,11:02:00,33,0,0,18,0,0
AS,2023-09-02,892,N478AS,SAN,13:10:00,13:09:00,334,334,-1,13:30:00,21,0,0,0,0,0
AS,2023-09-02,896,N964AK,SEA,14:05:00,13:54:00,353,368,-11,14:21:00,27,0,0,0,0,0
AS,2023-09-03,802,N464AS,SEA,20:45:00,20:44:00,353,347,-1,21:03:00,19,0,0,0,0,0
AS,2023-09-03,828,N958AK,ANC,21:55:00,21:42:00,369,367,-13,22:04:00,22,0,0,0,0,0
AS,2023-09-03,830,N291BT,SJC,12:40:00,12:33:00,311,314,-7,12:59:00,26,0,0,0,0,0
AS,2023-09-03,834,N983AK,PDX,15:30:00,15:31:00,329,330,1,15:51:00,20,0,0,0,0,0
AS,2023-09-03,848,N985AK,SEA,23:25:00,23:13:00,355,361,-12,23:35:00,22,0,0,0,0,0
AS,2023-09-03,866,N494AS,LAX,15:15:00,15:17:00,337,325,2,15:39:00,22,0,0,0,0,0
AS,2023-09-03,871,N596AS,SFO,22:55:00,22:52:00,310,299,-3,23:11:00,19,0,0,0,0,0
AS,2023-09-03,876,N954AK,SFO,11:10:00,10:56:00,310,308,-14,11:20:00,24,0,0,0,0,0
AS,2023-09-03,881,N403AS,SEA,07:00:00,06:57:00,354,348,-3,07:20:00,23,0,0,0,0,0
AS,2023-09-03,888,N962AK,SEA,10:35:00,10:30:00,350,351,-5,10:53:00,23,0,0,0,0,0
AS,2023-09-03,892,N495AS,SAN,13:10:00,13:11:00,334,323,1,13:34:00,23,0,0,0,0,0
AS,2023-09-03,896,N955AK,SEA,14:05:00,14:09:00,353,358,4,14:32:00,23,0,0,0,0,0
AS,2023-09-04,802,N477AS,SEA,20:45:00,20:44:00,353,331,-1,21:02:00,18,0,0,0,0,0
AS,2023-09-04,828,N493AS,ANC,21:55:00,21:45:00,369,370,-10,22:10:00,25,0,0,0,0,0
AS,2023-09-04,830,N403AS,SJC,12:40:00,12:33:00,311,305,-7,12:56:00,23,0,0,0,0,0
AS,2023-09-04,834,N968AK,PDX,15:30:00,15:30:00,329,329,0,15:51:00,21,0,0,0,0,0
AS,2023-09-04,848,N958AK,SEA,23:25:00,23:28:00,355,340,3,23:45:00,17,0,0,0,0,0
AS,2023-09-04,866,N407AS,LAX,15:15:00,15:08:00,337,345,-7,15:27:00,19,0,0,0,0,0
AS,2023-09-04,871,N534AS,SFO,22:55:00,22:44:00,310,288,-11,23:02:00,18,0,0,0,0,0
AS,2023-09-04,876,N956AK,SFO,11:10:00,11:02:00,310,299,-8,11:24:00,22,0,0,0,0,0
AS,2023-09-04,881,N478AS,SEA,07:00:00,06:52:00,354,357,-8,07:18:00,26,0,0,0,0,0
AS,2023-09-04,888,N921AK,SEA,10:35:00,10:31:00,350,354,-4,10:52:00,21,0,0,0,0,0
AS,2023-09-04,892,N435AS,SAN,13:10:00,13:01:00,334,318,-9,13:25:00,24,0,0,0,0,0
AS,2023-09-04,896,N942AK,SEA,14:05:00,14:32:00,353,348,27,14:51:00,19,0,0,0,0,22
AS,2023-09-05,802,N493AS,SEA,20:45:00,20:38:00,353,333,-7,20:54:00,16,0,0,0,0,0
AS,2023-09-05,828,N495AS,ANC,21:55:00,21:52:00,369,365,-3,22:11:00,19,0,0,0,0,0
AS,2023-09-05,830,N962AK,SJC,12:40:00,12:43:00,311,313,3,13:16:00,33,0,0,0,0,0
AS,2023-09-05,834,N961AK,PDX,15:30:00,16:06:00,329,321,36,16:27:00,21,0,0,0,0,28
AS,2023-09-05,848,N956AK,SEA,23:25:00,23:11:00,355,357,-14,23:43:00,32,0,0,0,0,0
AS,2023-09-05,866,N474AS,LAX,15:15:00,17:18:00,337,324,123,17:47:00,29,0,0,0,0,110
AS,2023-09-05,871,N974AK,SFO,22:55:00,22:49:00,310,311,-6,23:16:00,27,0,0,0,0,0
AS,2023-09-05,876,N973AK,SFO,11:10:00,11:19:00,310,293,9,11:37:00,18,0,0,0,0,0
AS,2023-09-05,881,N964AK,SEA,07:00:00,00:00:00,354,0,0,00:00:00,0,0,0,0,0,0
AS,2023-09-05,888,N955AK,SEA,10:35:00,10:35:00,350,338,0,10:51:00,16,0,0,0,0,0
AS,2023-09-05,892,N938AK,SAN,13:10:00,13:02:00,334,330,-8,13:31:00,29,0,0,0,0,0
AS,2023-09-05,896,N960AK,SEA,14:05:00,15:24:00,353,345,79,15:58:00,34,0,0,0,0,71
AS,2023-09-06,802,N487AS,SEA,20:20:00,20:17:00,359,338,-3,20:41:00,24,0,0,0,0,0
AS,2023-09-06,804,N419AS,SFO,22:40:00,22:33:00,305,287,-7,22:54:00,21,0,0,0,0,0
AS,2023-09-06,816,N403AS,SEA,07:00:00,06:55:00,354,332,-5,07:19:00,24,0,0,0,0,0
AS,2023-09-06,828,N486AS,ANC,22:00:00,21:51:00,370,361,-9,22:14:00,23,0,0,0,0,0
AS,2023-09-06,830,N960AK,SJC,12:25:00,12:49:00,315,294,24,13:12:00,23,0,0,0,0,0
AS,2023-09-06,834,N491AS,PDX,15:35:00,15:30:00,334,331,-5,15:54:00,24,0,0,0,0,0
AS,2023-09-06,848,N919AK,SEA,23:32:00,23:31:00,363,343,-1,23:52:00,21,0,0,0,0,0
AS,2023-09-06,866,N435AS,LAX,15:10:00,15:15:00,328,312,5,15:34:00,19,0,0,0,0,0
AS,2023-09-06,876,N462AS,SFO,11:40:00,11:57:00,305,296,17,12:17:00,20,0,0,0,0,0
