carrier_code,date,flight_number,tail_number,destination_airport,scheduled_departure_time,actual_departure_time,scheduled_elapsed_time,actual_elapsed_time,departure_delay,wheels_off_time,taxi_out_time,delay_carrier,delay_weather,delay_national_aviation_system,delay_security,delay_late_aircraft_arrival
AS,2024-01-01,802,N462AS,SEA,21:12:00,21:21:00,358,339,9,21:40:00,19,0,0,0,0,0
AS,2024-01-01,816,N491AS,SEA,12:19:00,12:20:00,356,335,1,12:42:00,22,0,0,0,0,0
AS,2024-01-01,828,N982AK,ANC,22:25:00,22:41:00,365,357,16,23:01:00,20,0,0,0,0,0
AS,2024-01-01,830,N471AS,SJC,16:48:00,16:42:00,311,290,-6,17:05:00,23,0,0,0,0,0
AS,2024-01-01,834,N962AK,PDX,15:35:00,15:27:00,335,316,-8,15:43:00,16,0,0,0,0,0
AS,2024-01-01,848,N983AK,SEA,23:59:00,23:50:00,358,356,-9,00:16:00,26,0,0,0,0,0
AS,2024-01-01,849,N486AS,PAE,23:34:00,23:54:00,346,345,20,00:09:00,15,0,0,0,0,19
AS,2024-01-01,866,N931AK,LAX,14:38:00,14:51:00,332,303,13,15:10:00,19,0,0,0,0,0
AS,2024-01-01,876,N968AK,SFO,13:10:00,13:05:00,315,291,-5,13:31:00,26,0,0,0,0,0
AS,2024-01-01,888,N954AK,SEA,07:00:00,07:14:00,358,326,14,07:36:00,22,0,0,0,0,0
AS,2024-01-01,892,N990AK,SAN,14:00:00,14:05:00,334,300,5,14:22:00,17,0,0,0,0,0
AS,2024-01-01,896,N973AK,SEA,17:00:00,17:04:00,359,331,4,17:25:00,21,0,0,0,0,0
AS,2024-01-02,802,N491AS,SEA,21:12:00,21:07:00,358,351,-5,21:26:00,19,0,0,0,0,0
AS,2024-01-02,816,N492AS,SEA,12:19:00,12:15:00,356,363,-4,12:37:00,22,0,0,0,0,0
AS,2024-01-02,828,N920AK,ANC,22:25:00,22:17:00,365,336,-8,22:40:00,23,0,0,0,0,0
AS,2024-01-02,830,N428AS,SJC,16:48:00,16:40:00,311,311,-8,17:01:00,21,0,0,0,0,0
AS,2024-01-02,834,N469AS,PDX,15:35:00,15:28:00,335,339,-7,15:49:00,21,0,0,0,0,0
AS,2024-01-02,848,N912AK,SEA,23:59:00,00:05:00,358,357,6,00:29:00,24,0,0,0,0,0
AS,2024-01-02,849,N462AS,PAE,23:34:00,23:20:00,346,358,-14,23:41:00,21,0,0,0,0,0
AS,2024-01-02,866,N486AS,LAX,14:38:00,14:34:00,332,344,-4,14:56:00,22,0,0,0,0,0
AS,2024-01-02,876,N985AK,SFO,13:10:00,13:08:00,315,326,-2,13:31:00,23,0,0,0,0,0
AS,2024-01-02,888,N479AS,SEA,07:00:00,07:07:00,358,367,7,07:33:00,26,7,0,9,0,0
AS,2024-01-02,892,N983AK,SAN,14:00:00,13:57:00,334,333,-3,14:16:00,19,0,0,0,0,0
AS,2024-01-02,896,N941AK,SEA,17:00:00,17:04:00,359,354,4,17:29:00,25,0,0,0,0,0
AS,2024-01-03,802,N985AK,SEA,21:12:00,21:13:00,358,337,1,21:36:00,23,0,0,0,0,0
AS,2024-01-03,816,N942AK,SEA,12:19:00,12:16:00,356,339,-3,12:43:00,27,0,0,0,0,0
AS,2024-01-03,828,N917AK,ANC,22:25:00,22:20:00,365,354,-5,22:46:00,26,0,0,0,0,0
AS,2024-01-03,830,N933AK,SJC,16:48:00,16:43:00,311,304,-5,17:07:00,24,0,0,0,0,0
AS,2024-01-03,834,N983AK,PDX,15:35:00,15:25:00,335,323,-10,15:47:00,22,0,0,0,0,0
AS,2024-01-03,848,N903AK,SEA,23:59:00,00:07:00,358,349,8,00:27:00,20,0,0,0,0,0
AS,2024-01-03,849,N946AK,PAE,23:34:00,23:27:00,346,362,-7,23:56:00,29,0,0,0,0,0
AS,2024-01-03,866,N462AS,LAX,14:38:00,14:37:00,332,332,-1,15:02:00,25,0,0,0,0,0
AS,2024-01-03,876,N428AS,SFO,13:10:00,13:26:00,315,306,16,13:47:00,21,0,0,0,0,0
AS,2024-01-03,888,N459AS,SEA,07:00:00,06:57:00,358,331,-3,07:18:00,21,0,0,0,0,0
AS,2024-01-03,892,N706AL,SAN,14:00:00,14:00:00,334,325,0,14:19:00,19,0,0,0,0,0
AS,2024-01-03,896,N918AK,SEA,17:00:00,17:40:00,359,331,40,17:57:00,17,0,0,0,0,0
AS,2024-01-04,802,N962AK,SEA,21:12:00,21:41:00,358,333,29,22:05:00,24,0,0,0,0,0
AS,2024-01-04,816,N966AK,SEA,12:19:00,12:12:00,356,336,-7,12:42:00,30,0,0,0,0,0
AS,2024-01-04,828,N918AK,ANC,22:25:00,22:32:00,365,352,7,22:54:00,22,0,0,0,0,0
AS,2024-01-04,830,N932AK,SJC,16:48:00,16:47:00,311,292,-1,17:05:00,18,0,0,0,0,0
AS,2024-01-04,834,N949AK,PDX,15:35:00,15:36:00,335,311,1,15:53:00,17,0,0,0,0,0
AS,2024-01-04,848,N955AK,SEA,23:59:00,23:58:00,358,329,-1,00:19:00,21,0,0,0,0,0
AS,2024-01-04,849,N985AK,PAE,23:34:00,00:37:00,346,336,63,00:58:00,21,0,0,0,0,53
AS,2024-01-04,866,N946AK,LAX,14:38:00,14:35:00,332,336,-3,14:55:00,20,0,0,0,0,0
AS,2024-01-04,876,N494AS,SFO,13:10:00,13:06:00,315,301,-4,13:22:00,16,0,0,0,0,0
AS,2024-01-04,888,N478AS,SEA,07:00:00,07:00:00,355,336,0,07:24:00,24,0,0,0,0,0
AS,2024-01-04,892,N291BT,SAN,14:00:00,15:17:00,334,329,77,15:33:00,16,72,0,0,0,0
AS,2024-01-04,896,N920AK,SEA,17:00:00,17:19:00,359,326,19,17:37:00,18,0,0,0,0,0
AS,2024-01-05,802,N920AK,SEA,21:12:00,22:33:00,358,344,81,22:53:00,20,0,0,0,0,67
AS,2024-01-05,816,N462AS,SEA,12:19:00,12:16:00,356,336,-3,12:40:00,24,0,0,0,0,0
AS,2024-01-05,828,N983AK,ANC,22:25:00,00:00:00,365,0,0,00:00:00,0,0,0,0,0,0
AS,2024-01-05,830,N491AS,SJC,16:48:00,16:46:00,311,294,-2,17:01:00,15,0,0,0,0,0
AS,2024-01-05,834,N706AL,PDX,15:35:00,16:04:00,335,345,29,16:39:00,35,5,0,10,0,24
AS,2024-01-05,848,N947AK,SEA,23:59:00,00:00:00,358,0,0,00:00:00,0,0,0,0,0,0
AS,2024-01-05,849,N469AS,PAE,23:34:00,00:41:00,346,352,67,00:58:00,17,67,0,6,0,0
AS,2024-01-05,866,N440AS,LAX,14:00:00,14:48:00,332,337,48,15:17:00,29,48,0,5,0,0
AS,2024-01-05,876,N977AK,SFO,13:10:00,12:58:00,315,293,-12,13:18:00,20,0,0,0,0,0
AS,2024-01-05,888,N917AK,SEA,07:00:00,06:55:00,358,336,-5,07:20:00,25,0,0,0,0,0
AS,2024-01-05,892,N985AK,SAN,14:38:00,14:47:00,334,333,9,15:23:00,36,0,0,0,0,0
AS,2024-01-05,896,N468AS,SEA,17:00:00,17:39:00,359,343,39,18:06:00,27,0,0,0,0,23
AS,2024-01-06,802,N912AK,SEA,21:12:00,00:00:00,358,0,0,00:00:00,0,0,0,0,0,0
AS,2024-01-06,816,N431AS,SEA,12:35:00,14:08:00,356,360,93,14:34:00,26,93,0,4,0,0
AS,2024-01-06,828,N435AS,ANC,22:25:00,22:23:00,365,330,-2,22:41:00,18,0,0,0,0,0
AS,2024-01-06,830,N471AS,SJC,16:48:00,18:33:00,311,317,105,18:59:00,26,0,0,6,0,105
AS,2024-01-06,834,N468AS,PDX,15:35:00,15:26:00,335,348,-9,15:47:00,21,0,0,0,0,0
AS,2024-01-06,848,N975AK,SEA,23:59:00,00:00:00,358,0,0,00:00:00,0,0,0,0,0,0
AS,2024-01-06,849,N448AS,PAE,23:34:00,01:33:00,346,348,119,01:52:00,19,0,0,2,0,119
AS,2024-01-06,866,N469AS,LAX,14:38:00,14:57:00,332,332,19,15:14:00,17,0,19,0,0,0
AS,2024-01-06,876,N408AS,SFO,13:10:00,13:21:00,315,309,11,13:44:00,23,0,0,0,0,0
AS,2024-01-06,888,N912AK,SEA,07:00:00,00:00:00,358,0,0,00:00:00,0,0,0,0,0,0
AS,2024-01-06,892,N409AS,SAN,14:00:00,01:16:00,334,336,676,01:38:00,22,7,0,2,0,669
AS,2024-01-06,896,N481AS,SEA,17:00:00,17:03:00,359,358,3,17:20:00,17,0,0,0,0,0
AS,2024-01-07,802,N440AS,SEA,21:12:00,21:52:00,358,345,40,22:24:00,32,0,27,0,0,0
AS,2024-01-07,816,N469AS,SEA,12:19:00,13:36:00,356,355,77,13:57:00,21,76,0,0,0,0
AS,2024-01-07,828,N459AS,ANC,22:25:00,23:04:00,365,352,39,23:24:00,20,0,26,0,0,0
AS,2024-01-07,830,N495AS,SJC,16:48:00,00:00:00,311,0,0,00:00:00,0,0,0,0,0,0
AS,2024-01-07,834,N938AK,PDX,15:35:00,00:00:00,335,0,0,00:00:00,0,0,0,0,0,0
AS,2024-01-07,848,N477AS,SEA,23:59:00,00:46:00,358,336,47,01:05:00,19,0,0,0,0,25
AS,2024-01-07,849,N453AS,PAE,23:34:00,23:57:00,346,355,23,00:24:00,27,23,0,9,0,0
AS,2024-01-07,866,N448AS,LAX,14:38:00,15:45:00,332,389,67,16:08:00,23,22,0,57,0,45
AS,2024-01-07,876,N471AS,SFO,13:10:00,13:08:00,315,310,-2,13:26:00,18,0,0,0,0,0
AS,2024-01-07,888,N983AK,SEA,07:00:00,00:00:00,358,0,0,00:00:00,0,0,0,0,0,0
AS,2024-01-07,892,N947AK,SAN,14:00:00,00:00:00,334,0,0,00:00:00,0,0,0,0,0,0
AS,2024-01-07,896,N703AL,SEA,17:00:00,00:00:00,359,0,0,00:00:00,0,0,0,0,0,0
AS,2024-01-08,802,N531AS,SEA,21:20:00,01:13:00,355,343,233,01:34:00,21,0,0,0,0,221
AS,2024-01-08,804,N706AL,PAE,13:15:00,00:00:00,340,0,0,00:00:00,0,0,0,0,0,0
AS,2024-01-08,816,N495AS,SEA,11:42:00,17:17:00,358,338,335,17:36:00,19,315,0,0,0,0
AS,2024-01-08,826,N966AK,PDX,12:28:00,00:00:00,341,0,0,00:00:00,0,0,0,0,0,0
AS,2024-01-08,828,N469AS,ANC,23:05:00,00:06:00,367,354,61,00:25:00,19,48,0,0,0,0
AS,2024-01-08,830,N453AS,SJC,14:45:00,16:50:00,310,310,125,17:14:00,24,0,0,0,0,125
